AAANNN.p,SZS,v8.2.0,v8.1.0,v8.0.0,v7.5.0,v7.4.0,v7.3.0,v7.2.0,v7.1.0,v7.0.0,v6.4.0,v6.3.0
SYN515+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN516-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN516+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN517-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN517+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN518-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.20,0.33
SYN518+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN519-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.20,0.33
SYN519+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN520-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.20,0.33
SYN520+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN521-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN521+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN522-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN522+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN523-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN523+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN524-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN524+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN525-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN525+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN526-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN526+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN527-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN527+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN528-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN528+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN529-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN529+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN530-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.20,0.33
SYN530+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN531-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN531+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN532-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN532+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN533-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN533+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN534-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN534+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN535-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN535+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN536-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN536+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN537-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN537+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN538-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN538+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN539-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN539+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN540-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN540+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN541-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN541+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN542-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.00
SYN542+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN543-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.00
SYN543+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN544-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN544+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN545-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.20,0.33
SYN545+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN546-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.20,0.33
SYN546+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN547-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.20,0.33
SYN547+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN548+1,THM,0.00,0.07,0.07,0.07,0.24,0.06,0.00,0.00,0.00,0.07,0.14
SYN549+1,THM,0.06,0.20,0.07,0.07,0.10,0.06,0.00,0.00,0.00,0.00,0.14
SYN550+1,THM,0.06,0.13,0.07,0.07,0.05,0.12,0.00,0.00,0.00,0.00,0.07
SYN551+1,THM,0.05,0.08,0.04,0.04,0.10,0.12,0.08,0.00,0.00,0.07,0.07
SYN551+2,THM,0.10,0.08,0.09,0.09,0.10,0.12,0.15,0.08,0.09,0.07,0.07
SYN551+3,THM,0.05,0.08,0.04,0.04,0.10,0.12,0.08,0.00,0.00,0.07,0.07
SYN553-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN554-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN555-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN556-1,UNS,0.27,0.29,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN557-1,UNS,0.09,0.14,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN558-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN559-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN560-1,UNS,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.25,0.25
SYN561-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN562-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN563-1,UNS,0.00,0.00,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN563-10,UNS,0.32,0.29,0.15,0.15,,,,,,,
SYN564-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN565-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN566-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN567-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN568-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN569-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN570-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN571-1,UNS,0.08,0.14,0.00,0.00,0.17,0.00,0.00,0.00,0.33,0.50,0.50
SYN572-1,UNS,0.09,0.14,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN573-1,UNS,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.25,0.25
SYN574-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN575-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN576-1,UNS,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12
SYN577-1,UNS,0.09,0.14,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN578-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN579-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN580-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN581-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN582-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN583-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN584-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN585-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN586-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.25,0.25
SYN587-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN588-1,UNS,0.00,0.00,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN589-1,UNS,0.00,0.00,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN590-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN591-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN592-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN593-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN594-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN595-1,UNS,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.12,0.12
SYN596-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN597-1,UNS,0.27,0.14,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN598-1,UNS,0.18,0.14,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN598-10,UNS,0.64,0.50,0.50,0.50,,,,,,,
SYN599-1,UNS,0.27,0.29,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN600-1,UNS,0.27,0.43,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
SYN601-1,UNS,0.18,0.14,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN602-1,UNS,0.18,0.14,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN603-1,UNS,0.18,0.14,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN604-1,UNS,0.00,0.00,0.14,0.14,0.17,0.17,0.17,0.17,0.33,0.25,0.25
SYN605-1,UNS,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00
SYN606-1,UNS,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.25,0.25
SYN607-1,UNS,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.25,0.25
SYN608-1,UNS,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.25,0.12
SYN609-1,UNS,0.00,0.00,0.00,0.00,0.33,0.17,0.17,0.17,0.17,0.12,0.12
SYN610-1,UNS,0.00,0.00,0.00,0.00,0.33,0.17,0.17,0.17,0.33,0.38,0.38
SYN611-1,UNS,0.00,0.00,0.14,0.14,0.33,0.17,0.17,0.17,0.33,0.25,0.12
SYN612-1,UNS,0.00,0.00,0.14,0.14,0.17,0.17,0.17,0.17,0.33,0.12,0.12
SYN613-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN614-1,UNS,0.27,0.29,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN615-1,UNS,0.45,0.57,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
SYN615-10,UNS,0.95,1.00,1.00,1.00,,,,,,,
SYN616-1,UNS,0.27,0.14,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN617-1,UNS,0.45,0.29,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN618-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN619-1,UNS,0.08,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12
SYN620-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN621-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN622-1,UNS,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.12,0.12
SYN623-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12
SYN624-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN625-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN626-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN627-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN628-1,UNS,0.18,0.14,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN629-1,UNS,0.27,0.14,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN630-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN631-1,UNS,0.27,0.29,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN632-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN633-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.33,0.25,0.25
SYN634-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.33,0.25,0.25
SYN635-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.33,0.25,0.25
SYN636-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.33,0.25,0.25
SYN637-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN638-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN639-1,UNS,0.27,0.29,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
SYN640-1,UNS,0.27,0.29,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
SYN641-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN642-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN643-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN644-1,UNS,0.08,0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.33,0.38,0.38
SYN645-1,UNS,0.08,0.14,0.00,0.00,0.17,0.17,0.17,0.17,0.33,0.38,0.38
SYN646-1,UNS,0.18,0.29,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN647-1,UNS,0.18,0.29,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
SYN648-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN649-1,UNS,0.09,0.14,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN650-1,UNS,0.08,0.14,0.14,0.14,0.17,0.17,0.17,0.17,0.50,0.50,0.38
SYN651-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN652-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN653-1,UNS,0.18,0.14,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN654-1,UNS,0.09,0.14,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN655-1,UNS,0.09,0.14,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN656-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN657-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.33,0.25,0.25
SYN658-1,UNS,0.08,0.14,0.14,0.14,0.00,0.17,0.17,0.17,0.33,0.25,0.25
SYN659-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN660-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN661-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.33,0.25,0.25
SYN662-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN663-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN664-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN665-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN666-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN667-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN668-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN669-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN670-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN671-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN672-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN673-1,UNS,0.08,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12
SYN674-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN675-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN676-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN677-1,UNS,0.08,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN678-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN679-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12
SYN680-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN681-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN682-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN683-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN684-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN685-1,UNS,0.08,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN686-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN687-1,UNS,0.08,0.14,0.00,0.00,0.17,0.17,0.17,0.17,0.33,0.38,0.38
SYN688-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN689-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN690-1,UNS,0.17,0.14,0.14,0.14,0.17,0.00,0.00,0.00,0.17,0.38,0.38
SYN691-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN692-1,UNS,0.08,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN693-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN694-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.12,0.12
SYN695-1,UNS,0.08,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00
SYN696-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.12,0.12
SYN697-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12
SYN698-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.00,0.00
SYN699-1,UNS,0.08,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.25,0.25
SYN700-1,UNS,0.08,0.14,0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.12,0.12
SYN701-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.12
SYN702-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN703-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN704-1,UNS,0.18,0.29,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN705-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN706-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN707-1,UNS,0.27,0.29,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
SYN708-1,UNS,0.27,0.29,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
SYN708-10,UNS,0.77,0.88,0.65,0.65,,,,,,,
SYN709-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN710-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN711-1,UNS,0.27,0.29,0.25,0.25,0.25,0.33,0.25,0.25,0.25,0.25,0.25
SYN712-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN713-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.12
SYN714-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN715-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN716-1,UNS,0.00,0.00,0.25,0.25,0.25,0.17,0.25,0.25,0.25,0.25,0.25
SYN717-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.33,0.25,0.25
SYN718-1,UNS,0.25,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.25,0.25
SYN719-1,UNS,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
SYN720-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN721-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN721+1,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN722+1,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN723+1,THM,0.06,0.13,0.14,0.14,0.14,0.06,0.00,0.00,0.00,0.07,0.14
SYN724-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN724+1,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN725+1,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN726-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN726+1,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN727-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SYN727+1,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
